entity:sample_set_id,align_to_ref_merged_aligned_trimmed_only_bam,align_to_ref_merged_bases_aligned,align_to_ref_merged_coverage_plot,align_to_ref_merged_coverage_tsv,align_to_ref_merged_mean_coverage,align_to_ref_merged_reads_aligned,align_to_ref_merged_read_pairs_aligned,align_to_ref_multiqc_report,align_to_ref_per_input_aligned_flagstat,align_to_ref_per_input_reads_aligned,align_to_ref_per_input_reads_provided,align_to_ref_variants_vcf_gz,align_to_ref_viral_core_version,align_to_self_merged_aligned_only_bam,align_to_self_merged_bases_aligned,align_to_self_merged_coverage_plot,align_to_self_merged_coverage_tsv,align_to_self_merged_reads_aligned,align_to_self_merged_read_pairs_aligned,assembly_fasta,assembly_length,assembly_length_unambiguous,assembly_mean_coverage,ivar_version,reference_genome_length,viral_assemble_version
H20CTL34,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-merge_align_to_ref/H20CTL34.align_to_ref.trimmed.bam,505,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-plot_ref_coverage/attempt-2/H20CTL34.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-plot_ref_coverage/attempt-2/H20CTL34.coverage_plot.txt,,5,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-align_to_ref/shard-0/H20CTL34.lERCC-00002_RandomPrimer-SSIII_NexteraXT_RNA_0355015864_cDNA_0367876811_LIB_TS01370833_A1.cleaned.all.bam.flagstat.txt""]",[7],[1087918],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-call_consensus/H20CTL34.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-merge_align_to_self/H20CTL34.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-plot_self_coverage/H20CTL34.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-plot_self_coverage/H20CTL34.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/65a7b427-20ae-4365-b91d-649633297d74/call-call_consensus/H20CTL34.fasta,0,0,0.016887938,iVar version 1.2.2,29903,v2.0.21
H20CTL35,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL36,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL37,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-merge_align_to_ref/H20CTL37.align_to_ref.trimmed.bam,909,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-plot_ref_coverage/H20CTL37.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-plot_ref_coverage/H20CTL37.coverage_plot.txt,,9,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-align_to_ref/shard-0/H20CTL37.lERCC-00171_RandomPrimer-SSIII_NexteraXT_RNA_0355018102_cDNA_0367876906_LIB_TS01370833_H12.cleaned.all.bam.flagstat.txt""]",[12],[1588366],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-call_consensus/H20CTL37.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-merge_align_to_self/H20CTL37.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-plot_self_coverage/H20CTL37.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-plot_self_coverage/H20CTL37.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/f4e7a90a-b960-47f2-a125-4f4eee80c6bf/assemble_refbased/3bf5308d-74f1-4f97-ac50-8630885447ba/call-call_consensus/H20CTL37.fasta,0,0,0.030398288,iVar version 1.2.2,29903,v2.0.21
H20CTL38,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL39,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL40,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL41,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL42,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL43,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL44,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL45,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL46,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL47,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL48,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL49,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL50,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL51,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL52,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL53,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL54,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL55,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL56,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL57,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL58,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL59,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL60,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL61,,,,,,,,,,,,,,,,,,,,,,,,,,
H20CTL62,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-merge_align_to_ref/H20CTL62.align_to_ref.trimmed.bam,2525,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-plot_ref_coverage/H20CTL62.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-plot_ref_coverage/H20CTL62.coverage_plot.txt,,25,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-align_to_ref/shard-0/H20CTL62.lERCC-00002_RandomPrimer-SSIV_NexteraXT_RNA_0364657802_cDNA_0364655602_LIB_000013203203_A1.cleaned.all.bam.flagstat.txt""]",[70],[2069154],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-call_consensus/H20CTL62.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-merge_align_to_self/H20CTL62.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-plot_self_coverage/H20CTL62.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-plot_self_coverage/H20CTL62.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d180b130-45ce-40ec-9fb6-4352f923ac03/call-call_consensus/H20CTL62.fasta,0,0,0.084439688,iVar version 1.2.2,29903,v2.0.21
H20CTL63,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-merge_align_to_ref/H20CTL63.align_to_ref.trimmed.bam,2525,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-plot_ref_coverage/H20CTL63.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-plot_ref_coverage/H20CTL63.coverage_plot.txt,,25,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-align_to_ref/shard-0/H20CTL63.lERCC-00154_RandomPrimer-SSIV_NexteraXT_RNA_0364657817_cDNA_0364657329_LIB_000013203203_H1.cleaned.all.bam.flagstat.txt""]",[74],[2825570],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-call_consensus/H20CTL63.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-merge_align_to_self/H20CTL63.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-plot_self_coverage/H20CTL63.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-plot_self_coverage/H20CTL63.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2939bfda-855a-49f2-b7a8-0e65fe53dbff/call-call_consensus/H20CTL63.fasta,0,0,0.084439688,iVar version 1.2.2,29903,v2.0.21
H20CTL64,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-merge_align_to_ref/H20CTL64.align_to_ref.trimmed.bam,1212,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-plot_ref_coverage/H20CTL64.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-plot_ref_coverage/H20CTL64.coverage_plot.txt,,12,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-align_to_ref/shard-0/H20CTL64.lERCC-00019_RandomPrimer-SSIV_NexteraXT_RNA_0364658386_cDNA_0364651283_LIB_000013203203_A12.cleaned.all.bam.flagstat.txt""]",[20],[2943338],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-call_consensus/H20CTL64.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-merge_align_to_self/H20CTL64.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-plot_self_coverage/H20CTL64.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-plot_self_coverage/H20CTL64.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/19230d5d-2d32-4d93-a589-fcb2ed240e98/call-call_consensus/H20CTL64.fasta,0,0,0.04053105,iVar version 1.2.2,29903,v2.0.21
H20CTL65,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-merge_align_to_ref/H20CTL65.align_to_ref.trimmed.bam,7575,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-plot_ref_coverage/H20CTL65.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-plot_ref_coverage/H20CTL65.coverage_plot.txt,,75,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-align_to_ref/shard-0/H20CTL65.lERCC-00171_RandomPrimer-SSIV_NexteraXT_RNA_0364657049_cDNA_0364662890_LIB_000013203203_H12.cleaned.all.bam.flagstat.txt""]",[175],[1382672],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-call_consensus/H20CTL65.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-merge_align_to_self/H20CTL65.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-plot_self_coverage/H20CTL65.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-plot_self_coverage/H20CTL65.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/d7c90ecd-8c67-442a-9961-bfb74b76bd72/call-call_consensus/H20CTL65.fasta,34,34,0.253319065,iVar version 1.2.2,29903,v2.0.21
H20CTL66,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-merge_align_to_ref/H20CTL66.align_to_ref.trimmed.bam,909,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-plot_ref_coverage/H20CTL66.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-plot_ref_coverage/H20CTL66.coverage_plot.txt,,9,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-align_to_ref/shard-0/H20CTL66.lERCC-00002_RandomPrimer-SSIV_NexteraXT_RNA_0364657714_cDNA_0364658962_LIB_000013203303_A1.cleaned.all.bam.flagstat.txt""]",[29],[3125898],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-call_consensus/H20CTL66.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-merge_align_to_self/H20CTL66.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-plot_self_coverage/H20CTL66.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-plot_self_coverage/H20CTL66.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/af0eca41-1e33-4d00-95cc-8f10698ec932/call-call_consensus/H20CTL66.fasta,0,0,0.030398288,iVar version 1.2.2,29903,v2.0.21
H20CTL67,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-merge_align_to_ref/H20CTL67.align_to_ref.trimmed.bam,5959,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-plot_ref_coverage/H20CTL67.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-plot_ref_coverage/H20CTL67.coverage_plot.txt,,59,34,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-align_to_ref/shard-0/H20CTL67.lERCC-00154_RandomPrimer-SSIV_NexteraXT_RNA_0364657721_cDNA_0364655609_LIB_000013203303_H1.cleaned.all.bam.flagstat.txt""]",[74],[2585940],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-call_consensus/H20CTL67.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-merge_align_to_self/H20CTL67.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-plot_self_coverage/H20CTL67.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-plot_self_coverage/H20CTL67.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/4bc8a2cc-3d4e-41dc-afbe-10f92844e80a/call-call_consensus/H20CTL67.fasta,11603,80,0.199277664,iVar version 1.2.2,29903,v2.0.21
H20CTL68,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-merge_align_to_ref/H20CTL68.align_to_ref.trimmed.bam,101,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-plot_ref_coverage/H20CTL68.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-plot_ref_coverage/H20CTL68.coverage_plot.txt,,1,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-multiqc_align_to_ref/multiqc-output/multiqc.html,"[""gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-align_to_ref/shard-0/H20CTL68.lERCC-00019_RandomPrimer-SSIV_NexteraXT_RNA_0364657241_cDNA_0364657322_LIB_000013203303_A12.cleaned.all.bam.flagstat.txt""]",[1],[3082394],gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-call_consensus/H20CTL68.sites.vcf.gz,v2.0.21,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-merge_align_to_self/H20CTL68.merge_align_to_self.bam,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-plot_self_coverage/H20CTL68.coverage_plot.pdf,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-plot_self_coverage/H20CTL68.coverage_plot.txt,0,0,gs://fc-76ab7e42-a2cf-4e95-b1c2-7a64874c9849/37912183-2b01-40db-90f1-5933f80bb0ea/assemble_refbased/2a37fa82-4450-49df-a0e8-feba78aee5d5/call-call_consensus/H20CTL68.fasta,0,0,0.003377588,iVar version 1.2.2,29903,v2.0.21
